,title,directors,actors,genres
2090,Edge of Seventeen,['David Moreton'],"['Chris Stafford', ' Tina Holmes', ' Andersen Gabrych', ' Stephanie McVay', ' Lea DeLaria', ' John Eby', ' Antonio Carriero', ' Jason Lockhart']","['Comedies', ' Dramas', ' Independent Movies']"
2091,The Bridge Curse,['Lester Hsi'],"['JC Lin', ' Vera Yen', ' Summer Meng', ' Ning Chang', ' Ruby Zhan', ' Hsieh Yi-hung', ' Cheng Ko']","['Horror Movies', ' International Movies', ' Thrillers']"
2092,The Young Messiah,['Cyrus Nowrasteh'],"['Adam Greaves-Neal', ' Sara Lazzaro', ' Vincent Walsh', ' Sean Bean', ' Jonathan Bailey', ' Agni Scott']","['Dramas', ' Faith & Spirituality']"
2094,Lingua Franca,['Isabel Sandoval'],"['Eamon Farren', ' Lev Gorn', ' PJ Boudousqué', ' Lynn Cohen', ' Isabel Sandoval', ' Ivory Aquino', ' Andrea Leigh', ' Leif Steinert']","['Dramas', ' International Movies', ' LGBTQ Movies']"
2095,Making The Witcher,['Nathan Wiley'],"['Henry Cavill', ' Anya Chalotra', ' Freya Allan', ' Eamon Farren', ' Mimi Ndiweni', ' Adam Levy', ' MyAnna Buring', ' Joey Batey', ' Lauren Schmidt Hissrich', ' Tomasz Bagiński', ' Andrew Laws', ' Sneha Koorse', ' Declan De Barra', ' Beau DeMayo', ' Simon Emanuel', ' Iván Pohárnok', ' Tim Aslam', ' Charlotte Brändström']",['Documentaries']
2097,Rising Phoenix,,,"['Documentaries', ' International Movies', ' Sports Movies']"
2100,Septembers of Shiraz,['Wayne Blair'],"['Adrien Brody', ' Salma Hayek', ' Shohreh Aghdashloo', ' Alon Aboutboul', ' Navid Navid', ' Ariana Molkara', ' Nasser Memarzia', ' Jamie Ward', ' Anthony Azizi', ' Liron Levo', ' Gabriella Wright']","['Dramas', ' Thrillers']"
2103,Class of '83,['Atul Sabharwal'],"['Bobby Deol', ' Bhupendra Jadawat', ' Hitesh Bhojraj', ' Anup Soni', ' Joy Sengupta', ' Sameer Paranjape', ' Ninad Mahajani', ' Prithvik Pratap']","['Dramas', ' International Movies', ' Thrillers']"
2104,Dark Forces,['Bernardo Arellano'],"['Tenoch Huerta', ' Eréndira Ibarra', ' Dale Carley', ' Ariane Pellicer', ' Johana Blendl', ' Dai Liparoti', ' Mauricio Aspe', ' Nick Zedd']","['Horror Movies', ' Independent Movies', ' International Movies']"
2107,The Sleepover,['Trish Sie'],"['Sadie Stanley', ' Maxwell Simkins', ' Ken Marino', ' Malin Akerman', ' Cree Cicchino', ' Lucas Jaye', ' Karla Souza', ' Enuka Okuma', ' Erik Griffin', ' Joe Manganiello']","['Action & Adventure', ' Children & Family Movies', ' Comedies']"
2109,John Was Trying to Contact Aliens,,,"['Documentaries', ' LGBTQ Movies']"
2110,Scarecrow,['Khaled Marei'],"['Ahmed Helmy', ' Menna Shalaby', ' Khaled El Sawy', ' Bayoumi Fouad', ' Entsar', ' Samy Maghawry', ' Mahmoud Ellisy', ' Yasser El Tobgy', ' Hassan Hosny', ' Lotfy Labib']","['Comedies', ' International Movies']"
2111,The Crimes That Bind,['Sebastián Schindel'],"['Cecilia Roth', ' Miguel Ángel Solá', ' Benjamín Amadeo', ' Sofía Gala Castiglione', ' Yanina Ávila', ' Marcelo Subiotto', ' Paola Barrientos', ' Diego Cremonesi', ' Claudio Martínez Bel']","['Dramas', ' International Movies']"
2114,Little Singham: Kaal Ka Badla,['Prakash Satam'],"['Anamaya Verma', ' Arushi Talwar', ' Ganesh Divekar', ' Jigna Bhardwaj', ' Krishna Dasadiya', ' Neshma Chemburkar', ' Manoj Pandey', ' Parminder Ghumman', ' Pranav Vaidya', ' Saumya Daan', ' Sonal Kaushal', ' Sumriddhi Shukla']","['Children & Family Movies', ' Comedies']"
2115,Drunk Parents,['Fred Wolf'],"['Alec Baldwin', ' Salma Hayek', ' Jim Gaffigan', ' Joe Manganiello', ' Treat Williams', ' Ben Platt', ' Aasif Mandvi', ' Natalia Cigliuti']",['Comedies']
2116,Meet the In-Laws,['Niyi Akinmolayan'],"['Adeniyi Johnson', ' Tina Mba', ' Dele Odule', ' Lilian Esoro', ' Amaechi Muonagor', ' Blessing Onwukwe', ' Dayo Amusa', ' Kenneth Okolie']","['Comedies', ' Dramas', ' International Movies']"
2117,Crazy Awesome Teachers,['Sammaria Sari Simanjuntak'],"['Gading Marten', ' Dian Sastrowardoyo', ' Faradina Mufti', ' Boris Bokir', ' Kevin Ardilova', ' Shakira Jasmine', ' Asri Welas', ' Arswendi Bening Swara', ' Kiki Narendra', ' Ibnu Jamil']","['Comedies', ' Dramas', ' International Movies']"
2119,Islands of Faith,['Chairun Nissa'],,"['Documentaries', ' Faith & Spirituality', ' International Movies']"
2120,Les Misérables,['Tom Hooper'],"['Hugh Jackman', ' Russell Crowe', ' Anne Hathaway', ' Amanda Seyfried', ' Sacha Baron Cohen', ' Helena Bonham Carter', ' Eddie Redmayne', ' Aaron Tveit', ' Samantha Barks', ' Daniel Huttlestone']","['Dramas', ' International Movies', ' Music & Musicals']"
2121,Seventh Son,['Sergei Bodrov'],"['Jeff Bridges', ' Ben Barnes', ' Julianne Moore', ' Alicia Vikander', ' Antje Traue', ' Olivia Williams', ' John DeSantis', ' Kit Harington', ' Djimon Hounsou', ' Gerard Plunkett', ' Jason Scott Lee']","['Action & Adventure', ' Sci-Fi & Fantasy']"
2126,What's Your Raashee?,['Ashutosh Gowariker'],"['Harman Baweja', ' Priyanka Chopra', ' Manju Singh', ' Anjan Srivastav', ' Darshan Jariwala', ' Dilip Joshi', ' Vishwa Badola', ' Rajesh Vivek', ' Daya Shankar Pandey', ' Yuri Suri']","['Comedies', ' International Movies', ' Music & Musicals']"
2128,Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,['Anna Stone'],,"['Documentaries', ' International Movies', ' Sports Movies']"
2129,Fearless,['Cory Edwards'],"['Yara Shahidi', ' Miles Robbins', ' Miguel J. Pimentel', ' Gabrielle Union', ' Jadakiss', ' Tom Kenny', ' Angie Martinez', ' Harland Williams', ' Fat Joe', ' Amari McCoy', ' Dwyane Wade']","['Children & Family Movies', ' Comedies']"
2130,Nigerian Prince,['Faraday Okoro'],"['Antonio Bell', ' Chinaza Uche', ' Tina Mba', ' Bimbo Manuel', ' Toyin Oshinaike', ' Craig Stott', ' Ebbe Bassey', ' Cristabel Goddy', ' Omar Maskati', ' Russell G. Jones', ' Dean Cameron']","['Dramas', ' Independent Movies']"
2131,Octonauts & the Caves of Sac Actun,['Blair Simmons'],"['Teresa Gallagher', ' Simon Greenall', ' Keith Wickham', ' Rob Rackstraw', ' Michael Murphy', ' Jo Wyatt', ' Helen Walsh', ' Andres Williams', ' Paul Panting']",['Children & Family Movies']
2132,Project Power,"['Henry Joost', ' Ariel Schulman']","['Jamie Foxx', ' Joseph Gordon-Levitt', ' Dominique Fishback', ' Rodrigo Santoro', ' Courtney B. Vance', ' Amy Landecker', ' Machine Gun Kelly', ' Tait Fletcher', ' Allen Maldonado', ' Andrene Ward-Hammond']",['Action & Adventure']
2137,An Easy Girl,['Rebecca Zlotowski'],"['Mina Farid', ' Zahia Dehar', ' Benoît Magimel', ' Nuno Lopes', ' Clotilde Courau', ' Loubna Abidar', ' ""Riley"" Lakdhar Dridi', ' Henri-Noël Tabary']","['Comedies', ' Dramas', ' International Movies']"
2138,Christine,['Antonio Campos'],"['Rebecca Hall', ' Michael C. Hall', ' Tracy Letts', ' Maria Dizzia', ' J. Smith-Cameron', ' Timothy Simons', ' Kim Shaw', ' John Cullum', ' Morgan Spector', ' Jayson Warner Smith']","['Dramas', ' Independent Movies']"
2139,Simon Killer,['Antonio Campos'],"['Brady Corbet', ' Mati Diop', ' Constance Rousseau', ' Lila Salet', ' Solo', ' Michaël Abiteboul', ' Nicolas Ronchi', ' Étienne Rotha Moeng']","['Dramas', ' Independent Movies', ' Thrillers']"
2141,Gunjan Saxena: The Kargil Girl,['Sharan Sharma'],"['Janhvi Kapoor', ' Pankaj Tripathi', ' Angad Bedi', ' Viineet Kumar', ' Manav Vij', ' Ayesha Raza Mishra']","['Action & Adventure', ' Dramas', ' International Movies']"
2142,Mr. Peabody & Sherman,['Rob Minkoff'],"['Ty Burrell', ' Max Charles', ' Ariel Winter', ' Stephen Colbert', ' Leslie Mann', ' Stanley Tucci', ' Allison Janney', ' Mel Brooks', ' Patrick Warburton', ' Stephen Tobolowsky', ' Lake Bell']","['Children & Family Movies', ' Comedies', ' Sci-Fi & Fantasy']"
2143,"Rob Schneider: Asian Momma, Mexican Kids",['Tyler Spindel'],['Rob Schneider'],['Stand-Up Comedy']
2146,The Lost Husband,['Vicky Wight'],"['Leslie Bibb', ' Josh Duhamel', ' Nora Dunn', ' Sharon Lawrence', ' Callie Hope Haverda', ' Roxton Garcia']","['Dramas', ' Romantic Movies']"
2147,Diamonds in the Sky,['Kunle Afolayan'],"['Joke Silva', ' Omowunmi Dada', ' Bimbo Akintola', ' Femi Adebayo', ' Kayode Olaiya', ' Ali Nuhu', ' Yvonne Jegede', ' Toyin Abraham', ' Adebayo Salami', ' Ayo Mogaji', ' Magaji Mijinyawa']","['Dramas', ' International Movies']"
2149,We Summon the Darkness,['Marc Meyers'],"['Alexandra Daddario', ' Amy Forsyth', ' Keean Johnson', ' Maddie Hasson', ' Logan Miller', ' Austin Swift', ' Johnny Knoxville', ' Allison McAtee', ' Tanner Beard']","['Horror Movies', ' Thrillers']"
2150,"Berlin, Berlin: Lolle on the Run",['Franziska Meyer Price'],"['Felicitas Woll', ' Janina Uhse', ' Jan Sosniok', ' Matthias Klimsa', ' Sandra Borgmann', ' Kai Lentrodt', ' Armin Rohde', ' Gitta Schweighöfer', ' Kailas Mahadevan']","['Comedies', ' International Movies']"
2154,Stars in the Sky: A Hunting Story,['Steven Rinella'],['Steven Rinella'],['Documentaries']
2155,The Magic School Bus Rides Again Kids In Space,['Richard Weston'],"['Kate McKinnon', ' Matthew Mucci', ' Mikaela Blake', ' Gabby Clarke', ' Roman Lutterotti', ' Leke Maceda-Rustecki', ' Birva Pandya', ' Lynsey Pham', ' Kaden Stephen']",['Children & Family Movies']
2159,Work It,['Laura Terruso'],"['Sabrina Carpenter', ' Jordan Fisher', ' Liza Koshy', ' Keiynan Lonsdale', ' Michelle Buteau', ' Drew Ray Tanner']",['Comedies']
2161,Nasha Natasha,['Martín Sastre'],['Natalia Oreiro'],"['Documentaries', ' International Movies', ' Music & Musicals']"
2163,Anelka: Misunderstood,['Franck Nataf'],['Nicolas Anelka'],"['Documentaries', ' International Movies', ' Sports Movies']"
2164,Sin City,['Pascal Amanfo'],"['Yvonne Nelson', ' Kunle Remi', ' Adjetey Anang', ' Oscar Provencal', ' Michelle McKinney Hammond', ' Rosaline Meurer', ' Kweku Elliot', ' Regina Van Helvert', ' Alhaji Fadika', ' Isaac Akwesi Awonor']","['International Movies', ' Thrillers']"
2166,A Go! Go! Cory Carson Summer Camp,"['Stanley Moore', ' Alex Woo']","['Alan C. Lim', ' Smith Foreman', ' Abigail Vibat', ' Pfifer Chastain', ' Jim Capobianco', ' Neena-Sinaii Simpo', ' Eli Morse', ' Adelaide Hirasaki', ' Paul Killam', ' Kerry Gudjohnsen', ' Maisie Benson']",['Children & Family Movies']
2167,Malibu Rescue: The Next Wave,['Savage Steve Holland'],"['Ricardo Hurtado', ' Breanna Yde', ' Jackie R. Jacobson', ' Abby Donnelly', ' Alkoya Brunson', ' Jeff Meacham', ' Ella Gross', ' Carlos Sanson', ' JT Neal', ' Camaron Engels', ' Kirrilee Berger']","['Children & Family Movies', ' Comedies']"
2169,Sam Jay: 3 In The Morning,['Kristian Mercado'],['Sam Jay'],['Stand-Up Comedy']
2171,Almost Love,['Mike Doyle'],"['Scott Evans', ' Augustus Prew', ' Kate Walsh', ' Michelle Buteau', ' Zoë Chao', ' Patricia Clarkson', ' Colin Donnell', ' Christopher Gray']","['Comedies', ' Dramas', ' Independent Movies']"
2172,Killing Hasselhoff,['Darren Grant'],"['Ken Jeong', ' David Hasselhoff', ' Jim Jefferies', ' Jon Lovitz', ' Rhys Darby', ' Dan Bakkedahl', ' Jennifer Ikeda', ' Will Sasso', ' Colton Dunn']",['Comedies']
2176,Rogue Warfare: The Hunt,['Mike Gunther'],"['Will Yun Lee', ' Jermaine Love', ' Rory Markham', ' Bertrand-Xavier Corbi', ' Katie Keene', ' Fernando Chien', ' Gina DeCesare', ' Michael Blalock', ' Chris Mulkey', ' Stephen Lang']",['Action & Adventure']
2177,Super Monsters: The New Class,['Steve Ball'],"['Elyse Maloway', ' Vincent Tong', ' Erin Mathews', ' Andrea Libman', ' Alessandro Juliani', ' Nicole Anthony', ' Diana Kaarina', ' Gigi Saul Guerrero', ' Asia Mattu', ' Rukiya Bernard', ' Elicia MacKenzie', ' Ian James Corlett', ' Britt McKillip']",['Children & Family Movies']
2179,The Ottoman Lieutenant,['Joseph Ruben'],"['Michiel Huisman', ' Hera Hilmar', ' Josh Hartnett', ' Ben Kingsley', ' Haluk Bilginer', ' Affif Ben Badra', ' Paul Barrett', ' Jessica Turner']","['Dramas', ' Romantic Movies']"
2182,Tumi or not Tumi,['Mfanelo Ngoma'],['Tumi Morake'],['Stand-Up Comedy']
2183,What Keeps You Alive,['Colin Minihan'],"['Hannah Emily Anderson', ' Brittany Allen', ' Martha MacIsaac', ' Joey Klein', ' Charlotte Lindsay Marron']","['LGBTQ Movies', ' Thrillers']"
2185,Latte and the Magic Waterstone,"['Regina Welker', ' Nina Wels']","['Ashley Bornancin', ' Carter Hastings']","['Children & Family Movies', ' Comedies']"
2186,Raat Akeli Hai,['Honey Trehan'],"['Nawazuddin Siddiqui', ' Radhika Apte', ' Khalid Tyabji', ' Aditya Srivastava', ' Padmavati Rao', ' Shivani Raghuvanshi', ' Nishant Dahiya', ' Shweta Tripathi', ' Gyanendra Tripathi', ' Shreedhar Dubey', ' Swanand Kirkire', ' Riya Shukla', ' Tigmanshu Dhulia', ' Ila Arun', ' Natasha Rastogi']","['Dramas', ' International Movies', ' Thrillers']"
2187,Seriously Single,"['Katleho Ramaphakela', ' Rethabile Ramaphakela']","['Fulu Mugovhani', ' Tumi Morake', ' Bohang Moeko', ' Yonda Thomas']","['Comedies', ' International Movies', ' Romantic Movies']"
2188,Sugar High,['Ariel Boles'],['Hunter March'],['Children & Family Movies']
2191,Retablo,['Álvaro Delgado-Aparicio L.'],"['Junior Béjar Roca', ' Amiel Cayo', ' Magaly Solier', ' Hermelinda Luján', ' Mauro Chuchón', ' Claudia Solís', ' Coco Chiarella']","['Dramas', ' International Movies']"
2193,Uma Maheswara Ugra Roopasya,['Venkatesh Maha'],"['Satya Dev', ' VK Naresh', ' Raghavan', ' Suhas P', ' Ravindra Vijay', ' Chandana Koppisetti', ' Roopa Koduvayur', ' Kushalini Pulapa']","['Comedies', ' Dramas', ' Independent Movies']"
2195,It's Her Day,['Aniedi Anwah'],"['Bovi Ugboma', ' Amanda Ebeye', ' Shaffy Bello', ' Adunni Ade', ' Ini Dima-Okojie', "" 'Najite Dede"", ' Gregory Ojefua', ' Thelma Ezeamaka', ' Femi Durojaiye', ' Ese Lami George', ' Toni Tones']","['Comedies', ' International Movies', ' Romantic Movies']"
2196,Redemption,['Mickey Fonseca'],"['Gil Alexandre', ' Arlete Bombe', ' Rashid Abdul', ' Laquino Fonseca', ' Tomas Bie', ' Candido Quembo', ' Jorge Amade', ' Aldovina Chiziane']","['Dramas', ' International Movies', ' Thrillers']"
2197,Shine Your Eyes,['Matias Mariani'],"['O.C. Ukeje', ' Indira Nascimento', ' Paulo André', ' Ike Barry', ' Chukwudi Iwuji']","['Dramas', ' Independent Movies', ' International Movies']"
2198,The Hater,['Jan Komasa'],"['Maciej Musiałowski', ' Agata Kulesza', ' Danuta Stenka', ' Vanessa Aleksander', ' Maciej Stuhr', ' Jacek Koman', ' Adam Gradowski', ' Piotr Biedron', ' Martynika Kosnica']","['Dramas', ' International Movies', ' Thrillers']"
2199,The Speed Cubers,['Sue Kim'],,['Documentaries']
2200,Tread,['Paul Solet'],,['Documentaries']
2202,Banana Split,['Ben Kasulke'],"['Hannah Marks', ' Liana Liberato', ' Dylan Sprouse', ' Luke Spencer Roberts', ' Jessica Hecht', ' Addison Riecke', ' Meagan Kimberly Smith', ' Haley Ramm']","['Comedies', ' Dramas', ' Independent Movies']"
2204,Door Ke Darshan,['Gagan Puri'],"['Dolly Ahluwalia', ' Manu Rishi Chadha', ' Mahie Gill', ' Shardul Rana', ' Archita Sharma', ' Rajesh Sharma', ' Supriya Shukla', ' Mehak Manwani']","['Comedies', ' International Movies']"
2205,Double World,['Teddy Chan'],"['Henry Lau', ' Peter Ho', ' Lin Chenhan', ' Jiang Luxia', ' Ming Hu', ' Him Law', ' Shi Shi', ' Mark Cheng', ' Wang Ziyi', ' Xu Minghu']","['Action & Adventure', ' International Movies']"
2206,Project Marathwada,['Bhavin Wadia'],"['Om Puri', ' Seema Biswas', ' Kunal Sheth', ' Rahul Patel', ' Katarina Kajkus', ' Farrah Kader', ' Govind Namdeo', ' Dalip Tahil']","['Dramas', ' Independent Movies', ' International Movies']"
2207,Animal Crackers,"['Tony Bancroft', ' Scott Christian Sava']","['Emily Blunt', ' John Krasinski', ' Ian McKellen', ' Danny DeVito', ' Raven-Symoné', ' Patrick Warburton', ' Wallace Shawn', ' Gilbert Gottfried', ' Tara Strong', ' Harvey Fierstein', ' James Arnold Taylor', ' Kevin Grevioux', ' Sylvester Stallone', ' Lydia Rose Taylor']","['Children & Family Movies', ' Comedies']"
2208,Dragons: Rescue Riders: Secrets of the Songwing,"['Greg Rankin', ' TJ Sullivan']","['Noah Kaye Bentley', ' Brennley Brown', ' Zach Callison', ' Nicolas Cantu', ' Skai Jackson', ' Marsai Martin', ' Andre Robinson', ' Carlos Alazraqui', ' Renée Elise Goldsberry']","['Children & Family Movies', ' Comedies']"
2209,Nimbe,['Tope Alake'],"['Odunlade Adekola', ' Chimezie Imo', ' Sani Danja', ' Rachael Okonkwo', ' Broda Shaggi', ' Toyin Abraham', ' Kelechi Udegbe', ' Doyin Abiola', ' Molawa Davis']","['Dramas', ' International Movies']"
2210,Offering to the Storm,['Fernando González Molina'],"['Marta Etura', ' Leonardo Sbaraglia', ' Carlos Librado ""Nene""', ' Francesc Orella', ' Imanol Arias', ' Álvaro Cervantes', ' Itziar Aizpuru', ' Benn Northover', ' Marta Larralde', ' Alicia Sánchez', ' Eduardo Rosa', ' Angel Alkain', ' Ana Wagener', ' Paco Tous', ' Patricia López Arnaiz', ' Pedro Casablanc']","['International Movies', ' Thrillers']"
2211,Romance Doll,['Yuki Tanada'],"['Issey Takahashi', ' Yuu Aoi', ' Kenta Hamano', ' Toko Miura', ' Koji Ohkura', ' Pierre Taki', ' Eri Watanabe', ' Kitaro']","['Dramas', ' International Movies', ' Romantic Movies']"
2213,The Kissing Booth 2,['Vince Marcello'],"['Joey King', ' Joel Courtney', ' Jacob Elordi', ' Molly Ringwald', ' Taylor Zakhar Perez', ' Maisie Richardson-Sellers', ' Meganne Young']","['Comedies', ' Romantic Movies']"
2215,The Larva Island Movie,['Ahn Byoung-wook'],"['Hong Bum-ki', ' Eddy Lee', ' Kang Shi-hyun', ' Ahn Hyo-min', ' Kim Yeon-woo', ' Choi Nak-yoon', ' Tom Wayland', ' Erica Schroeder']","['Children & Family Movies', ' Comedies']"
2216,The Letter Reader,['Sibusiso Khuzwayo'],"['Bahle Mashinini', ' Nomalanga Shabane', ' Andile Gumbi', ' Nokuthula Mazibuko']","['Dramas', ' International Movies']"
2219,The Remix: Hip Hop X Fashion,"['Lisa Cortés', ' Farah X']",,"['Documentaries', ' Music & Musicals']"
2220,Ip Man 4: The Finale,['Wilson Yip'],"['Donnie Yen', ' Wu Yue', ' Vanness Wu', ' Scott Adkins', ' Kent Cheng', ' Danny Chan Kwok-kwan', ' Kanin Ngo', ' Chris Collins', ' Vanda Margraf', ' Meng Lo']","['Action & Adventure', ' Dramas', ' International Movies']"
2221,Jack Whitehall: I'm Only Joking,"['Dave Skinner', ' Freddie Waters']",['Jack Whitehall'],['Stand-Up Comedy']
2224,Funan,['Denis Do'],"['Bérénice Bejo', ' Louis Garrel', ' Colette Kieffer', ' Aude-Laurence Clermont Biver', ' Brice Montagne', ' Franck Sasonoff', ' Hervé Sogne', ' Maxime Baudoin', ' Tom Trouffier', ' Lila Lacombe', ' Céline Ronté', ' Emilie Marié', ' Thierry Jahn']","['Dramas', ' International Movies']"
2228,Father Soldier Son,"['Leslye Davis', ' Catrin Einhorn']",,['Documentaries']
2231,The Millions,"['Toka McBaror', ' Tunde Apalowo']","['Ramsey Nouah', ' Blossom Chukwujekwu', ' Ayo Makun', ' Nancy Isime', ' Ali Nuhu', ' Folusho Durojaiye', ' Toyin Abraham', ' Chika Lann', ' Broda Shaggi', ' Etinosa Idemudia']","['Comedies', ' International Movies']"
2232,Fatal Affair,['Peter Sullivan'],"['Nia Long', ' Omar Epps', ' Stephen Bishop', ' Maya Stojan', ' Aubrey Cleland', ' Carolyn Hennesy']",['Thrillers']
2233,MILF,['Axelle Laffont'],"['Virginie Ledoyen', ' Marie-Josée Croze', ' Axelle Laffont', ' Matthias Dandois', ' Victor Meutelet', ' Waël Sersoub', ' Florence Thomassin']","['Comedies', ' International Movies', ' Romantic Movies']"
2234,Cold Feet,['Moses Inwang'],"['Jim Iyke', ' Joselyn Dumas', ' Enyinna Nwigwe', ' Beverly Naya', ' Femi Adebayo', ' Segun Arinze', ' Padita Agu']","['Dramas', ' International Movies', ' Romantic Movies']"
2236,Little Singham: Legend of Dugabakka,,,"['Children & Family Movies', ' Comedies']"
2239,Sylvia,['Daniel Oriahi'],"['Chris Attoh', ' Zainab Balogun', ' Ini Dima-Okojie', ' Udoka Onyeka', ' Lord Frank', ' Bolaji Ogunmola', ' Ijeoma Grace Agu', ' Omotunde Adebowale David']","['Dramas', ' International Movies', ' Thrillers']"
2240,The Players,['Stefano Mordini'],"['Valerio Mastandrea', ' Riccardo Scamarcio', ' Laura Chiatti', ' Valentina Cervi', ' Marina Foïs', ' Euridice Axen', ' Massimiliano Gallo', ' Alessia Giuliani']","['Comedies', ' International Movies']"
2242,Urzila Carlson: Overqualified Loser,['Hayden Guppy'],['Urzila Carlson'],['Stand-Up Comedy']
2243,We Are One,['Stéphane de Freitas'],,"['Documentaries', ' International Movies', ' Music & Musicals']"
2244,Hole in the Wall,"['André Odendaal', ' Johan Vorster']","['André Odendaal', ' Nicholas Campbell', ' Tinarie van Wyk Loots', ' Bheki Mkwane', ' Susan Coetzer', ' Botho Molohloane', ' Anna Davel', ' Nomboniso Paile', ' Dania Gelderblom', ' Hamish Kyd']","['Dramas', ' International Movies']"
2247,Mama's Boy,['Amro Salah'],"['Hesham Maged', ' Shikoo', ' Mohammed Tharwat', ' Mahmoud Ellisy', ' Ahmed Sultan', ' Noor Kadri']","['Comedies', ' International Movies']"
2248,The Claudia Kishi Club,['Sue Ding'],,['Documentaries']
2250,The Old Guard,['Gina Prince-Bythewood'],"['Charlize Theron', ' KiKi Layne', ' Marwan Kenzari', ' Luca Marinelli', ' Harry Melling', ' Van Veronica Ngo', ' Matthias Schoenaerts', ' Chiwetel Ejiofor']",['Action & Adventure']
2252,Your Excellency,['Funke Akindele'],"['Akin Lewis', ' Funke Akindele', ' Kemi Lala Akindoju', ' Shaffy Bello', ' Kunle Coker', ' Eku Edewor', ' Alexx Ekubo', ' Osas Ighodaro Ajibade', ' Seyi Law', ' Falz', ' Chigul', ' Deyemi Okanlawon', ' Beverly Osu', ' Toni Tones', ' Christian Paul', ' Bimbo Manuel', ' Helen Paul']","['Comedies', ' International Movies']"
